class,text
1,Affable and cheerful Ashur   will become a bitter schemer who manages to kill Barca.
1,Good Solonius and Batiatus will not stay  best friends .
0,"He feels that his father's patient attitude has held the family fortunes down, and episode three makes it very clear that Batiatus and his father are not on good terms."
1,""" (scene cuts to   him dead on the floor at the end of  Blood And Sand )  Gannicus"
1,Lucretia is quite capable of taking the problem of   Titus' stifling influence  into her own hands.
1,"Indeed, she is revealed to have been doing so from the very beginning."
1,"""   Lucretia :  ""I'm not."
0,Tullius is fond of doing this.
1,"Ironically   what they really what revenge for (the deaths of Titus and Melitta), are the things Tullius  isn't  guilty of ."
1,"  Batiatus thought of doing this, but was stopped at the last minute by  his father's attempt at reconciliation ."
1,  Doctore  all but forces Oenomaus to kill him.
1,Ashur was more compassionate even   showing grief at having to kill a fellow slave.
1,"And while impetuous, Batiatus was at least bothered by some of the actions he took towards forwarding his ambition."
1,""" This almost perfectly describes   the  Frame Up  from the first season that leads to his death."
1,"Batiatus, the  Big Bad  of  Blood and Sand    for Season 1 , is front and centre and only a bit less of a vile schemer."
1,It works because his enemies are even bigger dicks.
1,"Continuing the trend of  Blood and Sand , we have  Aurelia, Marcus, Rhaskos, Albinius, Lucius, Seppius, Seppia, Varinius, Mira, Ashur, Oenomeus, Glaber, Lucretia and Illythia's newborn baby."
1,A recent interview with  Steven DeKnight  revealed that   Ilithyia  also died.
1,"She however will have none of it, and puts a knife on his crotch and demands he tell her where   Naevia  is."
1,Turns out that was their plan all along.
1,One of the Rhines attempts this on   Naevia .
1,It did not end well.
1,Averted and how with   Aurelia's  graphic cuts to the face after she is captured.
1,"It's worth noting that their bruises come from more ""domestic"" fights, compared to battlesIlythia is hit by her husband, while Naevia and Pietros receive bruises at the hands of their rapists,   Ashur and Gnaeus , respectively."
1,"Admittedly, all four of them die, but the black ones do die first."
1,Averted with   Oenomaus who is the last of the main characters on Spartacus' side to die.
1,"He is the first of the 4 generals to die, but he was historically the first to die as well ."
1,"In episode 8,   Spartacus presents a thin piece of cloth to Glaber as proof of Ilithyia's capture, perfectly mirroring what Glaber did to him at the beginning of  Blood and Sand ."
1,"In episode 9,   The House of Ashur, reminding Lucretia and everyone of the House of Batiatus."
1,"In episode 10,   ""At last the Roman knows his place before us!"
0,Nearly everyone in the Roman Upper Class is shown to have a case of this.
1,Spartacus is not terribly happy with   Crixus and the Gauls  saving him from   Glaber's soldiers.
1,"Crixus later states they  weren't  there to save him, but to stop him from killing Glaber, as the Roman reprisal would be more than they were ready for."
1,"Naevia   believing that Crixus died so that she could escape, and knowing how many others died in the attempt, she angrily chastises the rebels for throwing away so much to rescue her."
1,"After the fall of House Batiatus, he begins to fight in   The Pit  as a means of punishment."
1,  Glaber kills Senator Albinius after he's had enough of Albinius mocking him and he's discovered the conspiracy against him.
1,"After Lucretia tries to put the new and improved Ashur in line with insults, he  calmly  explains to her that she owes him a lot."
1,And then takes his place as of Episode 6.
1,He was the one who   rescued Lucretia and nursed her back to health  and is alluded to have done countless other favors and deeds for other gladiators.
1,Yet he is still seen as someone who is  below standing .
0,"Glaber also once he learns that despite his rank,  no one  likes or respects him."
1,"He appears to be starting to forgive him in episode 9, and acknowledges Gannicus as his brother before dying in his arms in episode 10 ."
1,  Lucretia  now remembers nothing of the events of the last few months due to the trauma of what happened at the ludus.
1,"And in the end Spartacus, Naevia and Lucretia take it all in brutal ways ."
1,  Lucretia's  natural brown hair has now grown through and reflects her now fragile state.
1,Agron's long hair has now been cut completely short to symbolise the level in badass he has taken.
0,He hopes this will lead forge a sense of camaraderie between them.
1,"  Oenamaus and Glaber  dying at Vesuvius shouldn't come as a surprise, as this is what happened historically (the  bloodbath among the other main characters , on the other hand...)."
1,"Spartacus also tries to do this with   Mira , but it's too late."
1,"In the final episode,   Lucretia  takes this trope and throws it off a cliff."
1,"Taken  Up to Eleven  when later in the same episode she learns how to use it, she shoots an arrow between a dueling Gannicus and Spartacus and hits  Chadara  in the throat."
1,Though its then immediately subverted when Mira reveals she was aiming to wound.
1,"Later,   he brutally rapes Lucretia just to prove he can."
1,"Glaber crucifies one of Ilithyia's slaves, despite knowing she is innocent, just to show his power, and even forces Ilithyia to confirm that the slave was a traitor."
1,"""At least it wasn't a fucking Roman who took my-"" ( beheaded )"
1,"In episode 5,   while Spartacus and Agron enter the arena as part of a rescue, Mira and a team of gladiators set fire to the arena's foundations causing it to burn and collapse."
1,"In episode 9,   Glaber's forces catapult flaming debris at the rebels' base."
0,What  Marcus  turns out to be.
1,"Though given the fact she's a master manipulator with plenty of vengeance to spread around (against Spartacus, Crixus, Ilithyia, Glaber...), she might be faking her madness, her communion with the gods, or both."
1,"At the same time, this is of course the worst revenge she could have wrecked on Illythia, so it still goes both ways ."
1,Unfortunately he is also a  Leeroy Jenkins  and dies for it   by Ashur's hand .
1,"He is then replaced by Salvius (another Roman officer), while Ashur gets promoted to  The Dragon ."
1,In the end it turns out that Lucretia was practicing Obfuscating  Sanity  in her relationship with Ilithyia.
1,Ilithyia gets two in one episode; first when she finds out   she has to return to Capua  and second when she finds   Lucretia still alive in the Ludus.
1,Spartacus gets a rare one when   Aurelia's dying and beaten body is dragged out in front of the market by Glaber's soldiers.
1,"Spartacus wants revenge, Agron wants to fight, and Crixus wants to find   Naevia ."
1,She seems to be the only main character who simply wants to get out of dodge and start a new life while they still can.
1,  Lucretia  gets to decide which captive gladiator gets to be tortured to death.
1,"Among her choices were   Crixus, Oenomaus,  Rhaskos ,  and a guy we've never seen or heard from before this episode."
1,Guess who she picks.
1,"  Gannicus has been out of the game for five years, and is just as tough as he was in  Gods of the Arena ."
